2025-10-18T15:27:45.000000000Z [inf]  Starting Container
2025-10-18T15:35:58.044190945Z [inf]  📥 [VIDEO_SWAP] Received request
2025-10-18T15:35:58.086539864Z [inf]  🚀 [VIDEO_SWAP] Starting swap - Template: https://cvtlvrtvnwbvyhojetyt.supabase.co/storage/v1/object/public/video-swap-templates/professional/aman.mp4
2025-10-18T15:35:58.086548186Z [inf]  
2025-10-18T15:35:58.086553033Z [inf]  🎯 Video Swap Gateway: Starting swap
2025-10-18T15:35:58.086558620Z [inf]  📹 Template: https://cvtlvrtvnwbvyhojetyt.supabase.co/storage/v1/object/public/video-swap-templates/professional/aman.mp4
2025-10-18T15:35:58.086562807Z [inf]  🚀 [PRIMARY] Trying PiAPI Video Swap...
2025-10-18T15:36:00.156375661Z [inf]  ❌ PiAPI Video Swap failed: 500 Server Error: Internal Server Error for url: https://api.piapi.ai/api/v1/task
2025-10-18T15:36:00.156384959Z [inf]  ⚠️ PiAPI Video Swap failed, trying next...
2025-10-18T15:36:00.156390859Z [inf]  🔄 [FALLBACK 1] Trying Replicate Roop...
2025-10-18T15:36:01.063426239Z [inf]  ❌ Replicate Roop failed: ReplicateError Details:
2025-10-18T15:36:01.063431755Z [inf]  title: Invalid version or not permitted
2025-10-18T15:36:01.063436997Z [inf]  status: 422
2025-10-18T15:36:01.063442683Z [inf]  detail: The specified version does not exist (or perhaps you don't have permission to use it?)
2025-10-18T15:36:01.063447752Z [inf]  ⚠️ Replicate Roop failed, trying next...
2025-10-18T15:36:01.063452759Z [inf]  🔄 [FALLBACK 2] Trying VModel Pro...
2025-10-18T15:36:05.628342864Z [inf]  ⚠️ VModel Pro failed, trying next...
2025-10-18T15:36:05.629941750Z [inf]  📤 [VIDEO_SWAP] Result: success=False, provider=None
